Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount,policy_type,vehicle_class,state
,,,,,,,,,,,KL54950,,m,Bachelor,4531.372981,23705.0,122.0,4,585.6,Personal Auto,SUV,OREGON
,,,,,,,,,,,DS75515,,m,Bachelor,2813.309659,72333.0,70.0,0,177.224451,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,YW72997,,m,High School or Below,7196.721128,0.0,107.0,0,770.4,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,MR13691,,m,Bachelor,6301.102478,47622.0,80.0,0,305.544034,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,PP20957,,f,Bachelor,7799.440458,0.0,105.0,0,504.0,Personal Auto,SUV,NEVADA
,,,,,,,,,,,KJ41153,,m,College,8292.626726,79632.0,106.0,1,344.048739,Personal Auto,SUV,OREGON
,,,,,,,,,,,WX49215,,m,Master,18534.61157,16154.0,62.0,1,91.355165,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,CH78309,,m,College,2906.298309,72211.0,73.0,0,44.912125,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,UF54329,,m,College,6089.77238,70892.0,76.0,0,206.709951,Corporate Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,CQ59706,,f,College,5016.144667,49367.0,63.0,0,69.230355,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,KP77095,,f,Bachelor,15470.59658,68086.0,194.0,0,218.342169,Corporate Auto,SUV,ARIZONA
,,,,,,,,,,,PP14656,,m,Master,5680.467468,90353.0,70.0,0,72.617605,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,QM74025,,f,High School or Below,4582.155128,49558.0,115.0,0,552.0,Personal Auto,SUV,OREGON
,,,,,,,,,,,RW67951,,m,Bachelor,8663.550386,93485.0,72.0,0,127.104785,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,ED13353,,m,High School or Below,5274.20076,10629.0,74.0,0,532.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,LG49010,,m,Bachelor,2620.601718,10237.0,72.0,0,253.637853,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,UA74474,,f,College,4515.184003,87517.0,112.0,1,802.278237,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,AC79024,,m,Bachelor,5533.229132,23241.0,70.0,0,504.0,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,SD61306,,m,High School or Below,5216.914471,60861.0,66.0,0,65.425125,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,PF88939,,m,Doctor,7860.086842,21726.0,104.0,0,697.010998,Personal Auto,SUV,NEVADA
,,,,,,,,,,,FG64765,,m,Bachelor,5016.553079,36313.0,67.0,2,300.375887,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,DC79319,,f,Bachelor,3351.567048,29160.0,87.0,0,417.6,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,HS45195,,m,High School or Below,6732.202033,0.0,99.0,0,712.8,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,VN73653,,m,College,6423.739052,0.0,188.0,0,1621.560425,Corporate Auto,Luxury SUV,OREGON
,,,,,,,,,,,WL72919,,f,College,4974.8733,48139.0,63.0,0,329.494,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,DO31181,,f,College,4739.297046,0.0,76.0,5,38.792481,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,WY23230,,f,College,6086.431746,13688.0,84.0,0,403.2,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,SK89479,,m,College,5016.641406,0.0,73.0,0,525.6,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,BM30720,,f,High School or Below,7341.794924,27649.0,63.0,0,302.4,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,XG92008,,f,Master,3215.196994,24191.0,80.0,0,103.750234,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,CJ46674,,m,High School or Below,2533.796807,0.0,71.0,0,517.056582,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,UJ31096,,f,High School or Below,5340.535477,58493.0,67.0,0,321.6,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,GS44464,,f,High School or Below,3644.833554,82477.0,90.0,0,432.0,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,XP35430,,f,College,6382.047596,88663.0,79.0,0,379.2,Special Auto,Four-Door Car,OREGON
,,,,,,,,,,,QI51950,,f,High School or Below,4303.637883,74057.0,109.0,0,523.2,Personal Auto,SUV,NEVADA
,,,,,,,,,,,PL88841,,m,Bachelor,4228.734374,0.0,63.0,2,302.4,Corporate Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,ZW51790,,f,College,10426.08551,52342.0,66.0,3,316.8,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,MY80820,,m,Bachelor,2484.747576,42012.0,63.0,0,40.754246,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,NE13752,,m,Bachelor,8232.760182,56021.0,69.0,0,279.51121,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,VL51487,,m,High School or Below,21768.69952,35124.0,137.0,0,986.4,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,DD97473,,f,High School or Below,2160.920387,0.0,62.0,1,439.001718,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,QJ89807,,f,High School or Below,4423.690041,0.0,125.0,0,900.0,Personal Auto,SUV,NEVADA
,,,,,,,,,,,GK24074,,f,College,3691.765242,37202.0,93.0,0,322.528829,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,DL61016,,m,College,4940.508153,65985.0,71.0,5,42.43131,Special Auto,Four-Door Car,OREGON
,,,,,,,,,,,EV60177,,f,High School or Below,8503.942634,87771.0,74.0,4,355.2,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,OS96036,,f,College,41143.09011,63624.0,115.0,2,306.337632,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,AF37776,,f,Bachelor,10419.16743,80192.0,129.0,0,200.662297,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,NC78961,,m,Bachelor,4139.89767,35945.0,105.0,0,756.0,Personal Auto,SUV,OREGON
,,,,,,,,,,,YA15471,,m,College,7627.660848,93004.0,63.0,0,205.957043,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,KX80728,,m,High School or Below,6162.369756,0.0,89.0,0,941.347502,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,VV47792,,f,College,25807.063,71210.0,214.0,1,1027.2,Personal Auto,Luxury Car,CALIFORNIA
,,,,,,,,,,,GE80842,,f,College,15506.9278,99159.0,190.0,0,912.0,Personal Auto,Luxury SUV,OREGON
,,,,,,,,,,,QA93530,,f,College,5757.489397,81491.0,72.0,0,61.715527,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,GA27295,,f,Master,39365.29616,99875.0,108.0,0,114.972914,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,EL55611,,f,High School or Below,5555.492159,51705.0,139.0,0,545.291103,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,TL39050,,f,Bachelor,23893.3041,39837.0,201.0,0,381.306996,Corporate Auto,Luxury SUV,ARIZONA
,,,,,,,,,,,ZQ96022,,f,College,9594.78115,31421.0,81.0,0,388.8,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,OM69210,,m,Bachelor,5411.936509,81531.0,135.0,0,420.434259,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,VU72280,,f,Bachelor,5318.89664,25134.0,67.0,0,321.6,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,WC21189,,f,College,7731.713059,37386.0,97.0,0,465.6,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,JX50334,,f,College,2004.350666,0.0,66.0,4,316.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,GB70736,,f,College,5510.965059,99553.0,68.0,0,111.586995,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,PU21485,,f,Bachelor,11158.12643,0.0,161.0,0,1159.2,Corporate Auto,SUV,ARIZONA
,,,,,,,,,,,MF49636,,m,High School or Below,5390.27165,70705.0,69.0,2,272.024652,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,TG29325,,f,College,2658.217729,22724.0,69.0,0,9.424668,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,MW83318,,f,College,8826.611996,26320.0,111.0,0,603.819794,Corporate Auto,SUV,OREGON
,,,,,,,,,,,LM54297,,m,Bachelor,4713.404623,0.0,69.0,0,806.534801,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,NI78185,,m,College,2393.915369,0.0,70.0,0,425.266308,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,HL14274,,f,College,11895.18188,88218.0,99.0,0,50.32306,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,SF86727,,m,Master,5580.960642,25180.0,70.0,0,235.895575,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,EM89554,,f,Bachelor,8617.550432,48091.0,108.0,0,132.041491,Personal Auto,SUV,OREGON
,,,,,,,,,,,XP50892,,m,High School or Below,3940.123576,92539.0,100.0,0,25.713622,Corporate Auto,SUV,OREGON
,,,,,,,,,,,VH77056,,f,Bachelor,2448.765205,40658.0,61.0,1,38.379869,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,JF19701,,m,Bachelor,4439.677708,75453.0,112.0,0,163.9498,Special Auto,SUV,ARIZONA
,,,,,,,,,,,JN49891,,m,College,2534.946955,94003.0,64.0,0,307.2,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,CX65318,,m,Master,17420.56565,31737.0,218.0,0,1046.4,Personal Auto,Luxury SUV,ARIZONA
,,,,,,,,,,,HL35876,,m,College,2393.915369,0.0,70.0,0,425.266308,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,RD87161,,f,High School or Below,2681.332102,0.0,71.0,1,340.8,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,CF50291,,f,College,4272.80504,0.0,114.0,0,1343.619461,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,VF35858,,m,Bachelor,15284.33065,48885.0,190.0,0,1090.122048,Personal Auto,Luxury Car,CALIFORNIA
,,,,,,,,,,,XG55762,,f,Bachelor,20186.34693,0.0,79.0,0,379.2,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,EC28314,,m,Bachelor,4984.618655,86305.0,62.0,0,80.73124,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,GR53936,,f,Bachelor,5246.278375,28909.0,66.0,0,456.702735,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,DV51398,,m,High School or Below,8827.229838,0.0,123.0,1,1088.38378,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,YF81002,,m,College,3269.013926,26140.0,84.0,1,403.2,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,YM20358,,m,Bachelor,16979.79757,35095.0,73.0,0,525.6,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,AZ75509,,f,Bachelor,2479.920134,31678.0,63.0,0,76.629988,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,No93155,,m,Master,7200.566588,28245.0,62.0,0,297.6,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,FG21322,,f,Bachelor,7917.119912,0.0,72.0,0,345.6,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,GO44613,,f,High School or Below,24061.11048,19168.0,106.0,1,508.8,Personal Auto,SUV,NEVADA
,,,,,,,,,,,ZW93288,,f,Master,19160.98994,22705.0,239.0,0,1294.700423,Personal Auto,Luxury SUV,CALIFORNIA
,,,,,,,,,,,MS67230,,f,College,23295.06014,86481.0,65.0,0,189.971267,Corporate Auto,Two-Door Car,NEVADA
,,,,,,,,,,,FQ32742,,m,Doctor,7553.936525,38008.0,68.0,4,321.789644,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,YF30946,,m,College,2405.618791,63032.0,61.0,0,404.550554,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,TH69908,,f,College,4865.371797,27228.0,129.0,4,238.262773,Personal Auto,Sports Car,WASHINGTON
,,,,,,,,,,,QA78691,,f,Bachelor,16388.09542,0.0,68.0,1,483.578159,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,NL44360,,f,Bachelor,2611.14858,13424.0,71.0,0,340.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,HO77809,,f,College,8688.754812,59098.0,110.0,0,665.931223,Personal Auto,SUV,OREGON
,,,,,,,,,,,MC30750,,f,Master,13736.1325,16181.0,181.0,0,1261.319869,Personal Auto,SUV,OREGON
,,,,,,,,,,,HU41273,,m,High School or Below,8564.768226,95697.0,107.0,0,178.006524,Personal Auto,Sports Car,OREGON
,,,,,,,,,,,VS73599,,m,College,7019.177186,26806.0,63.0,0,302.4,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,TO74000,,m,High School or Below,8114.409136,30595.0,69.0,0,446.08476,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,MS45259,,m,College,4864.382304,88079.0,61.0,0,121.88814,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,LI45265,,f,Bachelor,8569.422637,99803.0,71.0,0,189.143402,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,LK70293,,f,High School or Below,17793.60797,0.0,118.0,0,1118.990694,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,FY24370,,m,Bachelor,12944.18562,0.0,191.0,0,1375.2,Personal Auto,Luxury Car,OREGON
,,,,,,,,,,,YE64125,,f,College,2649.207711,36283.0,68.0,1,291.410965,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,QT39025,,f,Bachelor,4582.899414,66991.0,115.0,0,399.617715,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,LO15516,,m,Bachelor,2691.70088,34322.0,70.0,2,336.0,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,FM47139,,f,College,2466.376803,44855.0,63.0,1,103.607499,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,LW59140,,m,Bachelor,9277.472901,97729.0,115.0,1,221.047584,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,JA26024,,f,High School or Below,4142.561212,48263.0,104.0,0,674.863718,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,YF16441,,f,Bachelor,27990.27159,68343.0,79.0,0,379.2,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,QT43282,,m,Master,9409.143498,76847.0,118.0,0,31.58501,Corporate Auto,SUV,OREGON
,,,,,,,,,,,NL17964,,m,High School or Below,2581.022016,35795.0,65.0,0,312.0,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,CD27895,,f,Bachelor,7637.111954,0.0,71.0,0,340.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,CF62992,,f,High School or Below,2471.077732,53074.0,61.0,0,268.773368,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,QK23742,,f,College,2302.818965,0.0,63.0,0,732.638975,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,UV64489,,f,Bachelor,8716.368952,28743.0,112.0,0,537.6,Personal Auto,SUV,ARIZONA
,,,,,,,,,,,ED65109,,f,College,5207.985921,81839.0,65.0,1,74.666163,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,SC40169,,f,College,2719.506996,14030.0,72.0,0,345.6,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,PW88443,,f,College,2452.726922,32764.0,61.0,0,292.953446,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,YZ38778,,m,Master,3829.090645,74775.0,95.0,0,676.658911,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,EO77382,,f,Bachelor,8873.525122,53503.0,114.0,0,547.2,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,SM42728,,m,College,15925.05739,34455.0,135.0,0,648.0,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,PX31667,,m,High School or Below,2952.360309,52198.0,74.0,0,355.2,Personal Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,NC35008,,f,College,15923.95503,64429.0,133.0,2,222.080015,Personal Auto,SUV,OREGON
,,,,,,,,,,,XC77244,,m,High School or Below,7285.030983,44788.0,61.0,0,386.031248,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,UM52895,,f,Bachelor,13104.30284,30130.0,110.0,0,528.0,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,WV39838,,f,College,2436.839358,0.0,65.0,0,149.241472,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,IT92328,,m,High School or Below,9350.872287,0.0,275.0,1,1980.0,Corporate Auto,Luxury SUV,NEVADA
,,,,,,,,,,,QD86074,,f,High School or Below,9035.671134,34337.0,113.0,0,542.4,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,WH80404,,m,High School or Below,17250.74771,22276.0,111.0,1,783.211084,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,XH20787,,m,College,2549.080421,52980.0,64.0,0,191.945693,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,ZU50513,,f,Bachelor,8954.840118,97736.0,74.0,0,60.090984,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,TW42649,,f,College,2467.97792,0.0,67.0,0,222.903462,Corporate Auto,Two-Door Car,WASHINGTON
,,,,,,,,,,,QH46481,,f,High School or Below,7700.619936,0.0,73.0,1,792.868448,Corporate Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,MQ73697,,f,College,3776.665506,68727.0,94.0,0,386.520235,Corporate Auto,Two-Door Car,NEVADA
,,,,,,,,,,,UG48681,,m,Bachelor,8044.872393,71391.0,67.0,0,284.000172,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,ID58230,,f,College,5029.671927,62271.0,63.0,0,25.478179,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,DY35486,,m,High School or Below,19957.79034,0.0,187.0,0,1346.4,Personal Auto,Luxury Car,CALIFORNIA
,,,,,,,,,,,EP64833,,f,High School or Below,6179.699689,0.0,86.0,0,412.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,MC69755,,f,Bachelor,5678.050167,0.0,76.0,0,364.8,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,ZZ41158,,m,College,4089.429492,28506.0,104.0,0,499.2,Personal Auto,SUV,WASHINGTON
,,,,,,,,,,,QM59790,,f,High School or Below,3142.87734,0.0,86.0,0,412.8,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,LL67008,,f,Bachelor,22895.34606,0.0,94.0,0,676.8,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,ZU69163,,f,Doctor,5586.893159,94161.0,69.0,0,108.989737,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,EB72052,,m,College,12105.29422,33345.0,102.0,0,694.078608,Personal Auto,SUV,OREGON
,,,,,,,,,,,WA60547,,f,College,11971.97765,64195.0,158.0,4,618.288849,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,RV97631,,f,College,15328.45723,0.0,138.0,0,688.828746,Corporate Auto,SUV,OREGON
,,,,,,,,,,,SS20130,,f,Bachelor,5424.256733,67414.0,68.0,0,148.778455,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,ZI72165,,m,High School or Below,4981.825724,33176.0,63.0,0,302.4,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,HD29166,,f,Bachelor,14635.45158,0.0,139.0,0,667.2,Personal Auto,SUV,OREGON
,,,,,,,,,,,NP30139,,m,College,6862.866306,56779.0,86.0,0,435.388932,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,FV54537,,m,College,13745.04802,40810.0,114.0,0,780.378964,Personal Auto,SUV,CALIFORNIA
,,,,,,,,,,,SG62327,,m,High School or Below,8111.651948,30622.0,68.0,0,326.4,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,FX26050,,m,Doctor,22712.02364,14119.0,67.0,0,68.019973,Special Auto,Two-Door Car,OREGON
,,,,,,,,,,,DU50092,,f,College,56675.93768,77237.0,283.0,0,1358.4,Personal Auto,Luxury SUV,OREGON
,,,,,,,,,,,EU48798,,f,College,8160.587729,24980.0,71.0,0,511.2,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,WE93328,,f,High School or Below,3919.366722,66676.0,97.0,0,558.099357,Corporate Auto,Four-Door Car,NEVADA
,,,,,,,,,,,KP83069,,f,High School or Below,7286.155383,0.0,69.0,1,669.716478,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,GO56075,,m,High School or Below,7589.634,0.0,69.0,0,331.2,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,DI19952,,f,Bachelor,9032.370378,0.0,82.0,0,157.208336,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,SV58690,,m,Bachelor,5555.556089,41853.0,71.0,0,155.511553,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,RF35142,,f,Bachelor,8257.666512,23815.0,73.0,0,424.330166,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,CU69816,,m,Bachelor,2721.749756,22885.0,73.0,0,386.245297,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,JM67025,,m,High School or Below,5230.092742,32630.0,66.0,0,202.961374,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,OB69329,,f,College,6273.911874,18577.0,86.0,0,412.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,GF19726,,m,High School or Below,5866.068903,75952.0,73.0,0,350.4,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,FH39427,,m,Bachelor,8802.188243,96390.0,73.0,0,316.977588,Corporate Auto,Two-Door Car,NEVADA
,,,,,,,,,,,VM69145,,f,College,8722.895091,25680.0,73.0,0,332.40907,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,GN76399,,m,Bachelor,8178.521899,0.0,112.0,0,806.4,Personal Auto,Four-Door Car,NEVADA
,,,,,,,,,,,IV94496,,m,High School or Below,43217.21611,51504.0,220.0,0,2552.343856,Personal Auto,Luxury SUV,NEVADA
,,,,,,,,,,,NM91640,,m,High School or Below,2442.216651,0.0,74.0,3,532.8,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,DS46955,,f,Master,2919.710443,41456.0,73.0,0,257.380112,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,LU82585,,m,High School or Below,6366.225775,44368.0,80.0,0,384.0,Personal Auto,Two-Door Car,NEVADA
,,,,,,,,,,,QX31376,,f,Master,17114.32815,70961.0,85.0,0,408.0,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,SQ36805,,f,Doctor,2395.57,21986.0,63.0,0,333.696228,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,UY57856,,f,College,2987.949471,0.0,83.0,0,708.693556,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,OG84541,,f,Master,12780.276,33514.0,105.0,0,265.215014,Personal Auto,Sports Car,ARIZONA
,,,,,,,,,,,NT66759,,f,College,3906.669584,60230.0,98.0,0,8.129056,Personal Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,PR74307,,m,High School or Below,2594.591182,0.0,70.0,1,494.196873,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,PW15144,,m,College,5267.848664,40818.0,66.0,0,316.8,Personal Auto,Four-Door Car,WASHINGTON
,,,,,,,,,,,KS89479,,m,College,9095.049868,37937.0,116.0,0,556.8,Personal Auto,SUV,OREGON
,,,,,,,,,,,QA22158,,f,College,7122.273163,64571.0,89.0,0,452.115601,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,MK32733,,m,Bachelor,9117.441695,0.0,126.0,0,421.906803,Corporate Auto,SUV,CALIFORNIA
,,,,,,,,,,,WL85494,,m,College,41075.42879,21988.0,209.0,0,1003.2,Personal Auto,Luxury Car,CALIFORNIA
,,,,,,,,,,,RZ79717,,m,High School or Below,3486.699561,0.0,95.0,0,684.0,Corporate Auto,Four-Door Car,ARIZONA
,,,,,,,,,,,NS12730,,m,Bachelor,7297.687812,24672.0,93.0,0,669.6,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,YK32760,,m,High School or Below,2502.209885,0.0,74.0,1,355.2,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,SS77718,,m,Bachelor,9955.490835,0.0,96.0,0,460.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,QP62600,,m,Bachelor,7094.158873,72878.0,61.0,2,45.463345,Corporate Auto,Two-Door Car,OREGON
,,,,,,,,,,,ET47892,,m,College,12280.76661,88340.0,102.0,0,489.6,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,PS78418,,m,Bachelor,5773.90039,52278.0,73.0,0,234.997994,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,SK32629,,f,College,4904.894731,12902.0,139.0,0,667.2,Personal Auto,Sports Car,CALIFORNIA
,,,,,,,,,,,LQ79472,,m,College,3423.822189,99816.0,86.0,0,172.913031,Corporate Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,AI58500,,f,College,2689.16845,26554.0,68.0,1,391.687368,Personal Auto,Two-Door Car,ARIZONA
,,,,,,,,,,,ME47990,,m,High School or Below,3109.007806,77485.0,77.0,0,355.909266,Corporate Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,KU25309,,m,College,22425.25604,22537.0,64.0,1,307.2,Corporate Auto,Four-Door Car,OREGON
,,,,,,,,,,,RW66792,,f,High School or Below,5705.547071,76522.0,71.0,0,340.8,Personal Auto,Four-Door Car,CALIFORNIA
,,,,,,,,,,,MN32305,,f,College,2063.387895,0.0,64.0,3,602.911057,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,XS98744,,f,Master,5096.673223,22886.0,65.0,0,312.0,Special Auto,Four-Door Car,OREGON
,,,,,,,,,,,SL19130,,m,High School or Below,4101.935985,0.0,115.0,0,552.0,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,JG66653,,m,High School or Below,2537.929538,25506.0,65.0,0,312.0,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,GQ17441,,m,High School or Below,3651.69247,0.0,110.0,0,1265.387328,Personal Auto,SUV,NEVADA
,,,,,,,,,,,WL67313,,f,College,10014.05568,0.0,98.0,1,705.6,Personal Auto,Two-Door Car,CALIFORNIA
,,,,,,,,,,,LX33054,,m,High School or Below,6758.807188,0.0,191.0,0,2042.569089,Personal Auto,Luxury Car,OREGON
,,,,,,,,,,,HN97052,,f,College,5205.90965,0.0,72.0,0,345.6,Personal Auto,Two-Door Car,OREGON
,,,,,,,,,,,EB12732,,f,High School or Below,2847.965582,96357.0,71.0,1,238.245103,Personal Auto,Four-Door Car,OREGON
,,,,,,,,,,,KA29693,,m,College,11513.35549,16266.0,100.0,0,1177.323534,Special Auto,SUV,CALIFORNIA
